,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1816,Ford Figo Diesel Titanium,Hyderabad,2015,36000,Diesel,Manual,First,20,1399,68.05,5,4.95
1817,Hyundai i20 1.2 Magna Executive,Kochi,2019,27339,Petrol,Manual,First,18.6,1197,81.83,5,6.27
1818,Hyundai Verna 1.6 CRDi SX,Kolkata,2017,25000,Diesel,Manual,First,23.9,1582,126.2,5,8.65
1819,Hyundai Grand i10 Asta,Kolkata,2014,37000,Petrol,Manual,First,18.9,1197,82,5,3.5
1820,Audi Q5 2.0 TDI,Hyderabad,2015,56000,Diesel,Automatic,First,14.16,1968,174.3,5,35
1821,Maruti Swift Dzire ZXi,Kolkata,2015,27000,Petrol,Manual,First,17.5,1298,85.8,5,4.45
1822,Hyundai i20 Magna,Kolkata,2012,37000,Petrol,Manual,First,18.5,1197,80,5,2.65
1823,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,10500,Diesel,Manual,First,25.32,1198,77,5,4.7
1824,Hyundai Elantra 1.6 SX Option AT,Ahmedabad,2014,49000,Diesel,Automatic,First,18.23,1582,126.2,5,8.9
1825,Jeep Compass 2.0 Limited Option Black,Mumbai,2017,7000,Diesel,Manual,First,17.1,1956,170,5,17.45
1826,Maruti Vitara Brezza VDi Option,Coimbatore,2017,71256,Diesel,Manual,First,24.3,1248,88.5,5,9.58
1827,Toyota Corolla Altis 1.8 GL,Kochi,2012,83184,Petrol,Manual,First,14.28,1798,138.03,5,6.22
1828,Mahindra XUV500 W8 2WD,Kolkata,2013,87284,Diesel,Manual,First,15.1,2179,140,7,7.8
1829,BMW X1 xDrive 20d xLine,Mumbai,2016,7000,Diesel,Automatic,First,20.68,1995,190,5,27.75
1830,Hyundai i20 Magna 1.4 CRDi,Pune,2015,29000,Diesel,Manual,Second,22.54,1396,88.73,5,7
1831,Mercedes-Benz GLE 350d,Coimbatore,2017,33552,Diesel,Automatic,First,11.57,2987,254.79,5,64.87
1832,Chevrolet Cruze LTZ,Bangalore,2013,64000,Diesel,Manual,Second,17.3,1998,163.7,5,6.5
1833,Hyundai i20 1.2 Magna,Jaipur,2011,82000,Petrol,Manual,Second,18.5,1197,80,5,2.7
1834,Honda Brio S MT,Mumbai,2012,70000,Petrol,Manual,Second,19.4,1198,86.8,5,2.5
1835,Nissan Evalia 2013 XL,Hyderabad,2013,166194,Diesel,Manual,First,19.3,1461,84.8,7,3.9
1836,Volkswagen Polo Petrol Trendline 1.2L,Delhi,2015,58000,Petrol,Manual,First,16.47,1198,73.9,5,3.95
1837,Hyundai i10 Sportz 1.2,Chennai,2010,77000,Petrol,Manual,Second,20.36,1197,78.9,5,2.1
1838,Chevrolet Cruze LTZ AT,Pune,2009,73204,Diesel,Automatic,Third,18.1,1991,147.9,4,3.5
1839,Hyundai i10 Era,Hyderabad,2007,70000,Petrol,Manual,Second,19.81,1086,68.05,5,2
1840,Maruti Ertiga VDI,Delhi,2014,79870,Diesel,Manual,First,20.77,1248,88.76,7,5.35
1841,Honda Amaze S i-Dtech,Delhi,2013,90000,Diesel,Manual,First,25.8,1498,98.6,5,3.8
1842,Mercedes-Benz A Class A180 Sport,Mumbai,2016,17000,Petrol,Automatic,First,15.5,1595,122,5,17.25
1843,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,46493,Petrol,Manual,First,18.9,1197,81.86,5,5.53
1844,Hyundai i10 Sportz 1.2,Pune,2009,68000,Petrol,Manual,Third,20.36,1197,78.9,5,1.95
1845,Maruti Swift DDiS ZDI Plus,Hyderabad,2017,2000,Diesel,Manual,First,28.4,1248,74,5,8.2
1846,Honda City 1.3 EXI,Pune,1999,140000,Petrol,Manual,First,13,1343,90,5,0.9
1847,Toyota Innova 2.5 GX (Diesel) 7 Seater,Pune,2013,255000,Diesel,Manual,Third,12.99,2494,100.6,7,6.5
1848,Mini Cooper Countryman D High,Coimbatore,2014,45535,Diesel,Automatic,First,23.8,1998,112,5,19.41
1849,Fiat Linea T-Jet Active,Coimbatore,2016,39228,Petrol,Manual,First,15.7,1368,112.4,5,6.58
1850,Chevrolet Aveo 1.4 LT,Mumbai,2011,57000,Petrol,Manual,Second,14.49,1399,92.7,5,2.1
1851,Hyundai i10 Era 1.1,Chennai,2008,85445,Petrol,Manual,Second,19.81,1086,68.05,5,2
1852,Hyundai Xcent 1.1 CRDi Base,Delhi,2015,54000,Diesel,Manual,First,24.4,1120,71,5,3.7
1853,Maruti Celerio VXI AT,Mumbai,2014,53000,Petrol,Automatic,First,23.1,998,67.04,5,3.8
1854,Hyundai i10 Sportz,Jaipur,2014,60000,Petrol,Manual,First,20.36,1197,78.9,5,3.25
1855,Renault Duster 85PS Diesel RxL,Coimbatore,2015,65668,Diesel,Manual,First,19.87,1461,83.8,5,5.53
1856,BMW 3 Series 320d,Ahmedabad,2011,100000,Diesel,Automatic,Second,22.69,1995,190,5,10.9
1857,Hyundai Grand i10 Sportz,Kolkata,2018,1800,Petrol,Manual,First,18.9,1197,82,5,5.1
1858,Hyundai Santro DX,Hyderabad,2007,96000,Petrol,Manual,Second,0,999,null  ,5,2.2
1859,Chevrolet Spark 1.0 LS,Pune,2009,44200,Petrol,Manual,Second,18,995,62,5,1.6
1860,Honda City i VTEC VX Option,Ahmedabad,2018,14000,Petrol,Manual,First,17.4,1497,117.3,5,11.25
1861,Volkswagen Vento Diesel Highline,Chennai,2013,720000,Diesel,Manual,First,20.54,1598,103.6,5,5.9
1862,Toyota Fortuner 4x2 4 Speed AT,Delhi,2012,73000,Diesel,Automatic,First,11.5,2982,169,7,14.4
1863,Honda City 1.5 S MT,Delhi,2011,68000,Petrol,Manual,First,17,1497,118,5,3.6
1864,BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2017,19543,Diesel,Automatic,First,18.12,1995,190,5,40.5
1865,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5,38.95
1866,Maruti Ritz LDi,Delhi,2014,32805,Diesel,Manual,First,23.2,1248,73.94,5,3.6
1867,Volkswagen Vento 1.5 TDI Highline AT,Kochi,2016,44782,Diesel,Automatic,First,21.21,1498,103.2,5,7.12
1868,Honda City i DTEC SV,Kochi,2016,55700,Diesel,Manual,First,26,1498,98.6,5,7.52
1869,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.35
1870,Skoda Rapid 1.6 MPI Elegance,Hyderabad,2014,56000,Petrol,Manual,First,15,1598,103.52,5,7
1871,Toyota Fortuner 3.0 Diesel,Delhi,2011,60000,Diesel,Manual,First,11.5,2982,171,7,10.85
1872,Chevrolet Optra Magnum 2.0 LT BS3,Mumbai,2010,78563,Diesel,Manual,First,16.52,1991,123.7,5,2.35
1873,Maruti Eeco 7 Seater Standard,Mumbai,2014,34669,Petrol,Manual,First,15.1,1196,73,7,2.9
1874,Maruti Ciaz ZXi,Delhi,2017,17000,Petrol,Manual,First,20.73,1373,91.1,5,7.65
1875,Maruti Ciaz VDi Plus SHVS,Delhi,2016,66000,Diesel,Manual,First,28.09,1248,88.5,5,6.4
1876,Toyota Innova 2.5 LE 2014 Diesel 7 Seater,Pune,2014,102418,Diesel,Manual,First,12.99,2494,100.6,7,10.1
1877,Maruti Swift Dzire VXI,Kolkata,2014,48800,Petrol,Manual,First,19.1,1197,85.8,5,4.25
1878,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,10601,Diesel,Automatic,First,11.36,2755,171.5,7,19.65
1879,Tata Indica V2 eLX,Pune,2017,8200,Diesel,Manual,First,25,1396,69,5,4.4
1880,Hyundai i20 Magna,Jaipur,2012,100000,Petrol,Manual,First,18.5,1197,82.85,5,3.25
1881,Ford Fiesta 1.4 Duratorq ZXI,Pune,2012,78000,Diesel,Manual,First,17.8,1399,68,5,2.8
1882,Chevrolet Enjoy 1.3 TCDi LS 8,Kolkata,2015,50000,Diesel,Manual,First,18.2,1248,73.74,8,4.3
1883,Ford Fiesta 1.4 Duratorq EXI,Chennai,2006,89327,Diesel,Manual,Third,17.8,1399,68,5,1.55
1884,Honda CR-V 2.4 MT,Chennai,2007,98000,Petrol,Manual,Second,10.8,2354,152,5,4.7
1885,Honda Jazz 1.2 VX i VTEC,Kochi,2017,24700,Petrol,Manual,First,18.7,1199,88.7,5,7.07
1886,Mercedes-Benz GLS 350d Grand Edition,Delhi,2018,6000,Diesel,Automatic,First,11,2987,258,7,79
1887,Hyundai Grand i10 1.2 Kappa Sportz,Delhi,2018,9434,Petrol,Manual,First,18.9,1197,81.86,5,5.75
1888,Maruti Ritz VXi,Mumbai,2012,29000,Petrol,Manual,First,18.5,1197,85.8,5,3.25
1889,Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,2017,22440,Diesel,Automatic,First,22,1498,108.495,5,8.89
1890,Honda City i VTEC SV,Mumbai,2015,73070,Petrol,Manual,First,17.4,1497,117.3,5,5.9
1891,Honda Jazz 1.2 S i VTEC,Kolkata,2016,21771,Petrol,Manual,First,18.7,1199,88.7,5,4.95
1892,Maruti Swift Ldi BSIV,Delhi,2014,62000,Diesel,Manual,First,17.8,1248,75,5,3.75
1893,Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2017,37024,Diesel,Automatic,First,17.01,1582,126.2,5,10.97
1894,Audi A7 2011-2015 3.0 TDI Quattro,Kochi,2014,60336,Diesel,Automatic,Second,14.4,2967,241.4,5,24.94
1895,Hyundai EON D Lite Plus,Kolkata,2014,26008,Petrol,Manual,First,21.1,814,55.2,5,1.97
1896,Ford Figo Diesel EXI,Jaipur,2010,90000,Diesel,Manual,Second,20,1399,68,5,1.4
1897,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2018,35569,Petrol,Manual,First,17,1198,73.75,5,7.27
1898,Renault Scala Diesel RxL,Kolkata,2013,40000,Diesel,Manual,First,21.64,1461,84.8,5,4
1899,Honda Jazz 1.2 V i VTEC,Kolkata,2015,45000,Petrol,Manual,First,18.7,1199,88.7,5,4.75
1900,Hyundai i20 1.2 Sportz,Delhi,2015,42000,Petrol,Manual,First,17,1197,80,5,5.1
1901,Audi A4 3.0 TDI Quattro Premium,Coimbatore,2012,46913,Diesel,Automatic,First,14.94,2967,241.4,5,16.11
1902,Mahindra Ssangyong Rexton RX7,Delhi,2014,62000,Diesel,Automatic,First,11.18,2696,184,7,10.55
1903,Toyota Fortuner 2.8 2WD AT,Ahmedabad,2017,15000,Diesel,Automatic,First,12.9,2755,174.5,7,30
1904,Skoda Octavia Classic 1.9 TDI MT,Kolkata,2002,69000,Diesel,Manual,First,18.7,1896,66,5,1.6
1905,Mercedes-Benz New C-Class 250 CDI Classic,Hyderabad,2012,41367,Diesel,Automatic,First,15.8,2148,170,5,18.49
1906,Maruti Ciaz 1.4 Zeta,Kochi,2018,15982,Petrol,Manual,First,20.73,1373,91.1,5,9.96
1907,Maruti Swift ZDi,Hyderabad,2013,99595,Diesel,Manual,Second,22.9,1248,74,5,4.75
1908,Toyota Qualis FS B3,Bangalore,2002,63000,Diesel,Manual,Third,13.1,2446,75,10,3.65
1909,BMW 5 Series 2007-2010 525d Sedan,Delhi,2012,49000,Diesel,Automatic,Second,16.73,2495,218,5,15.5
1910,Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,Kochi,2013,48272,Diesel,Manual,First,10.5,2835,116.9,6,11.82
1911,Toyota Corolla H2,Delhi,2008,63000,Petrol,Manual,First,13.4,1794,125,5,2.05
1912,Maruti Wagon R LXI CNG,Ahmedabad,2016,77000,CNG,Manual,First,26.6,998,58.16,5,3.3
1913,Maruti Omni E MPI STD BS IV,Mumbai,2013,11734,Petrol,Manual,First,16.8,796,34.2,8,2.25
1914,Audi A6 2011-2015 2.0 TDI,Kochi,2014,62012,Diesel,Automatic,First,17.68,1968,174.33,5,20.12
1915,Hyundai Xcent 1.2 Kappa S Option CNG,Chennai,2017,46000,CNG,Manual,First,25,1197,81.86,5,4.95
1916,Honda Jazz 1.5 S i DTEC,Coimbatore,2016,45449,Diesel,Manual,First,27.3,1498,98.6,5,7.48
1917,Mercedes-Benz E-Class 200 Kompressor Elegance,Mumbai,2004,85000,Petrol,Automatic,Second,10.5,1796,157.7,5,5.5
1918,Honda City 1.5 EXI,Jaipur,2005,88000,Petrol,Manual,Second,13,1493,100,NA,1.7
1919,Audi A4 2.0 TDI,Kochi,2013,45330,Diesel,Automatic,First,16.55,1968,147.51,5,13.19
1920,Maruti Swift Dzire VXI,Mumbai,2012,88000,Petrol,Manual,First,19.1,1197,85.8,5,3.85
1921,Maruti Dzire VDI,Delhi,2016,45376,Diesel,Manual,First,28.4,1248,73.75,5,5.75
1922,Mahindra XUV500 W8 4WD,Pune,2014,81000,Diesel,Manual,First,15.1,2179,140,7,9
1923,Chevrolet Beat LT,Kochi,2012,83381,Petrol,Manual,First,18.6,1199,79.4,5,2.21
1924,Ford EcoSport 1.5 Diesel Titanium Plus,Kochi,2017,78526,Diesel,Manual,First,23,1498,98.96,5,8.09
1925,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2017,27313,Diesel,Automatic,First,14.69,2993,258,5,48.63
1926,Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2015,42747,Diesel,Automatic,Second,14.16,1968,174.3,5,39.47
1927,BMW X1 sDrive 20d xLine,Coimbatore,2015,42265,Diesel,Automatic,Second,20.68,1995,190,5,22.24
1928,Hyundai i10 Magna AT,Mumbai,2009,21000,Petrol,Automatic,First,19.2,1197,80,5,2.6
1929,Hyundai Creta 1.6 CRDi AT SX Plus,Ahmedabad,2016,55100,Diesel,Automatic,First,17.01,1582,126.2,5,12
1930,Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,70000,Diesel,Automatic,First,17.11,1968,174.33,5,18
1931,Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2007,55000,Petrol,Automatic,Third,10.13,3498,364.9,5,9.99
1932,Hyundai i10 Magna,Kolkata,2012,58235,Petrol,Manual,First,20.36,1197,78.9,5,2.45
1933,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,26000,Diesel,Manual,First,23,1498,98.96,5,8.99
1934,Volkswagen Vento Diesel Highline,Kolkata,2011,35000,Diesel,Manual,First,20.54,1598,103.6,5,3.15
1935,Maruti Dzire ZDI Plus,Jaipur,2017,24000,Diesel,Manual,First,28.4,1248,73.75,5,8.2
1936,Mahindra Scorpio 1.99 S10,Ahmedabad,2016,98000,Diesel,Manual,First,15.4,1997,120,7,11.5
1937,Hyundai i20 Asta 1.4 CRDi,Coimbatore,2016,44487,Diesel,Manual,First,22.54,1396,88.73,5,7.3
1938,Maruti Alto LXi,Chennai,2008,65000,Petrol,Manual,First,19.7,796,46.3,5,1.59
1939,Hyundai i10 Magna,Delhi,2015,34951,Petrol,Manual,Second,20.36,1197,78.9,5,3.15
1940,Mahindra Scorpio S6 7 Seater,Kolkata,2015,52373,Diesel,Manual,Second,15.4,2179,120,7,8.5
1941,Skoda Fabia 1.2L Diesel Classic,Hyderabad,2010,66285,Diesel,Manual,First,19.5,1199,75,5,3
1942,BMW X5 xDrive 30d,Mumbai,2012,66000,Diesel,Automatic,First,15.3,2993,258,5,21
1943,Honda Jazz 1.5 S i DTEC,Hyderabad,2016,43000,Diesel,Manual,First,27.3,1498,98.6,5,7.75
1944,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,45200,Diesel,Automatic,First,10,2148,170,5,23
1945,Mahindra XUV500 AT W10 FWD,Mumbai,2016,41000,Diesel,Automatic,First,16,2179,140,7,13.75
1946,Honda City i VTEC CVT SV,Kochi,2017,39430,Petrol,Automatic,First,18,1497,117.3,5,8.29
1947,Maruti Swift VDI,Coimbatore,2014,83274,Diesel,Manual,First,22.9,1248,74,5,5.79
1948,Mercedes-Benz New C-Class 220 CDI AT,Coimbatore,2017,32324,Diesel,Automatic,First,14.84,2143,170,5,30.5
1949,Honda City 1.5 S MT,Mumbai,2011,49999,Petrol,Manual,First,17,1497,118,5,3.8
1950,Tata Sumo EX,Bangalore,2014,66000,Diesel,Manual,First,15.3,2956,83.8,7,4.45
1951,Hyundai i20 Magna,Delhi,2012,54000,Petrol,Manual,First,18.5,1197,82.85,5,3.3
1952,Fiat Linea 1.3 Dynamic,Jaipur,2009,80000,Diesel,Manual,Second,20.4,1248,91.2,5,1.75
1953,Honda Civic 2006-2010 1.8 V AT,Bangalore,2011,72000,Petrol,Automatic,Second,12.9,1799,130,5,5.5
1954,Hyundai Creta 1.6 SX Plus Diesel,Pune,2017,44865,Diesel,Manual,First,19.67,1582,126.2,5,13.35
1955,Audi A3 35 TDI Technology,Delhi,2017,22000,Diesel,Automatic,Second,20.38,1968,143,5,22.5
1956,Hyundai Verna VTVT 1.6 SX Option,Delhi,2013,57478,Petrol,Manual,Second,17,1591,121.3,5,5.25
1957,Hyundai i20 1.4 CRDi Magna,Hyderabad,2011,75000,Diesel,Manual,First,21.9,1396,90,5,3.75
1958,Honda Mobilio S i DTEC,Kochi,2015,50624,Diesel,Manual,First,24.2,1498,98.6,7,6.32
1959,Hyundai Verna 1.6 SX CRDI (O) AT,Bangalore,2018,75000,Diesel,Automatic,First,22.32,1582,126.32,5,7.75
1960,Ford Fiesta 1.6 ZXI Duratec,Chennai,2006,87000,Petrol,Manual,Second,15.3,1596,101,5,1.37
1961,Hyundai i10 Sportz 1.2,Mumbai,2010,62000,Petrol,Manual,First,20.36,1197,78.9,5,2.1
1962,Maruti Vitara Brezza ZDi,Hyderabad,2016,41372,Diesel,Manual,First,24.3,1248,88.5,5,9.3
1963,Toyota Innova 2.5 VX (Diesel) 7 Seater,Ahmedabad,2015,70000,Diesel,Manual,First,12.99,2494,100.6,7,12
1964,Mercedes-Benz GLA Class 200 d Sport,Pune,2017,35000,Diesel,Automatic,First,17.9,2143,136,5,23.5
1965,Maruti Alto LXi BSIII,Hyderabad,2006,71993,Petrol,Manual,First,19.7,796,46.3,5,1.8
1966,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Chennai,2013,62000,Diesel,Automatic,Second,14.84,2143,170,5,12.5
1967,Maruti Swift LDI,Delhi,2015,51000,Diesel,Manual,First,22.9,1248,74,5,4.74
1968,Hyundai Grand i10 Sportz,Kochi,2016,26038,Petrol,Manual,First,18.9,1197,82,5,5.43
1969,Toyota Fortuner 4x4 AT,Kochi,2018,37713,Diesel,Automatic,Second,12.55,2982,168.5,7,31.62
1970,Toyota Innova 2.0 GX 8 STR,Kolkata,2011,78088,Petrol,Manual,First,12.4,1998,132,8,6.3
1971,Ford EcoSport 1.5 TDCi Titanium,Kochi,2017,30453,Diesel,Manual,First,22.77,1498,98.59,5,8.45
1972,Ford Figo 1.2P Titanium MT,Pune,2016,54000,Petrol,Manual,First,18.16,1196,86.8,5,5
1973,Toyota Fortuner 3.0 Diesel,Chennai,2011,190000,Diesel,Manual,First,11.5,2982,171,7,13
1974,Maruti Swift Dzire VXI,Hyderabad,2012,65097,Petrol,Manual,First,19.1,1197,85.8,5,4.7
1975,BMW 7 Series 740Li,Coimbatore,2018,28060,Petrol,Automatic,First,12.05,2979,320,5,93.67
1976,Skoda Superb 1.8 TSI MT,Pune,2012,282000,Petrol,Manual,First,13.14,1798,160,5,3.3
1977,Maruti Wagon R LXI Minor,Jaipur,2009,111000,Petrol,Manual,Second,18.9,1061,67,5,1.51
1978,Renault Duster 110PS Diesel RxZ,Kochi,2013,63295,Diesel,Manual,First,19.01,1461,108.45,5,6.09
1979,Maruti Ciaz VXi Plus,Mumbai,2015,35770,Petrol,Manual,First,20.73,1373,91.1,5,5.95
1980,Hyundai Elantra CRDi SX,Hyderabad,2012,125928,Diesel,Manual,First,22.7,1582,126.24,5,9
1981,Skoda Rapid 1.5 TDI AT Elegance,Kolkata,2015,45000,Diesel,Automatic,First,21.66,1498,103.52,5,4.25
1982,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2013,21000,Diesel,Automatic,First,14.84,2143,170,5,23.5
1983,Honda Accord 2.4 A/T,Mumbai,2011,54774,Petrol,Automatic,First,11.7,2354,177.6,5,6.35
1984,Maruti Celerio VXI,Chennai,2014,41123,Petrol,Manual,First,23.1,998,67.04,5,3.4
1985,BMW 7 Series 740Li,Bangalore,2017,17465,Petrol,Automatic,First,12.05,2979,320,5,93
1986,BMW 3 Series 320d Sport,Chennai,2014,48000,Diesel,Automatic,First,22.69,1995,190,5,21.6
1987,Volkswagen Vento Diesel Trendline,Chennai,2011,173000,Diesel,Manual,First,20.54,1598,103.6,5,4
1988,Maruti Swift Dzire Tour LDI,Pune,2018,12000,Diesel,Manual,First,23.4,1248,74,5,5.5
1989,Land Rover Freelander 2 SE,Mumbai,2012,34000,Diesel,Automatic,First,12.39,2179,147.51,5,19.25
1990,Hyundai i20 1.4 CRDi Magna,Hyderabad,2012,71360,Diesel,Manual,First,21.9,1396,90,5,3.95
1991,Maruti Dzire VDI,Mumbai,2012,74000,Diesel,Manual,Second,28.4,1248,73.75,5,4.25
1992,Jeep Compass 2.0 Longitude,Kochi,2018,28937,Diesel,Manual,First,17.1,1956,170,5,17.02
1993,Maruti Ertiga VDI,Hyderabad,2012,82085,Diesel,Manual,First,20.77,1248,88.76,7,6.5
1994,Ford Figo Petrol ZXI,Bangalore,2011,68465,Petrol,Manual,First,15.6,1196,70,5,2.95
1995,Toyota Corolla Altis 1.4 DG,Coimbatore,2013,63854,Diesel,Manual,First,21.43,1364,86.79,5,7.12
1996,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3000,Diesel,Automatic,First,24.3,1248,88.5,5,11.25
1997,Honda City 1.5 S MT,Delhi,2009,65055,Petrol,Manual,First,17,1497,118,5,2.75
1998,Mahindra Scorpio S10 4WD,Hyderabad,2015,120000,Diesel,Manual,First,15.4,2179,120,7,12
1999,Hyundai Xcent 1.2 VTVT SX,Mumbai,2014,64241,Petrol,Manual,First,20.14,1197,81.86,5,3.67
2000,Mercedes-Benz E-Class 220 CDI,Pune,2001,121000,Diesel,Manual,First,15,2148,null  ,5,5
2001,Mahindra Renault Logan 1.4 GLX Petrol,Pune,2008,2200,Petrol,Manual,First,15.7,1390,75,5,2.3
2002,Skoda Octavia 1.9 TDI,Pune,2008,88123,Diesel,Manual,First,18.7,1896,66,5,2.2
2003,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2014,79000,Diesel,Automatic,First,12,2987,224,7,41
2004,BMW X1 sDrive 20d xLine,Bangalore,2016,28143,Diesel,Automatic,First,20.68,1995,190,5,28.5
2005,Volkswagen Vento 2013-2015 1.6 Comfortline,Mumbai,2015,23001,Petrol,Manual,First,15.04,1598,103.2,5,5.49
2006,Audi A4 2.0 TDI,Ahmedabad,2013,82002,Diesel,Automatic,Second,16.55,1968,147.51,5,17.5
2007,Ford Ikon 1.4 TDCi DuraTorq,Bangalore,2009,75000,Diesel,Manual,First,13.8,1399,68,5,1.99
2008,Hyundai Verna 1.6 CRDi EX MT,Kochi,2016,37451,Diesel,Manual,First,22.32,1582,126.3,5,6.64
2009,Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,67000,Diesel,Manual,First,13.68,2393,147.8,7,16.5
2010,Hyundai Grand i10 Asta Option,Pune,2016,25000,Petrol,Manual,First,18.9,1197,82,5,5
2011,Volkswagen Ameo 1.2 MPI Comfortline,Mumbai,2017,12000,Petrol,Manual,First,17,1198,73.75,5,5.4
2012,Renault KWID RXT,Kolkata,2017,25000,Petrol,Manual,First,25.17,799,53.3,5,2.99
2013,Honda City 1.5 S MT,Jaipur,2011,95936,Petrol,Manual,First,17,1497,118,5,4.1
2014,Hyundai Grand i10 1.2 Kappa Magna AT,Kochi,2018,5354,Petrol,Automatic,First,18.9,1197,81.86,5,6.76
2015,Volkswagen Polo 1.0 MPI Comfortline,Chennai,2016,42000,Petrol,Manual,Second,18.78,999,75,5,5.5
2016,Maruti Swift VDI BSIV,Coimbatore,2014,44282,Diesel,Manual,First,25.2,1248,74,5,5.99
2017,Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,70000,Diesel,Manual,First,21.64,1461,84.8,5,2.59
2018,Jaguar XF 2.2 Litre Luxury,Mumbai,2013,31400,Diesel,Automatic,First,16.36,2179,187.7,5,26.75
2019,Maruti Ciaz ZDi SHVS,Pune,2016,50000,Diesel,Manual,First,28.09,1248,88.5,5,8.5
2020,Audi Q5 2008-2012 2.0 TDI,Bangalore,2011,53000,Diesel,Automatic,First,12.8,1968,167.6,5,23
2021,Ford Figo Petrol ZXI,Pune,2014,21727,Petrol,Manual,First,15.6,1196,70.02,5,3.35
2022,Hyundai Santa Fe 4x4 AT,Bangalore,2012,43000,Diesel,Automatic,Second,11.72,2199,194.3,7,10.75
2023,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Kolkata,2013,75000,Diesel,Manual,First,12.05,2179,120,8,6.29
2024,Renault Duster 110PS Diesel RxL,Bangalore,2014,73557,Diesel,Manual,First,19.6,1461,108.45,5,7.75
2025,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,44555,Diesel,Automatic,First,15.2,1968,140.8,5,13.5
2026,Maruti Eeco 7 Seater Standard,Coimbatore,2013,54885,Petrol,Manual,First,15.1,1196,73,7,3.75
2027,Mahindra Xylo E4,Mumbai,2011,76000,Diesel,Manual,Second,14,2498,112,7,3.75
2028,Maruti Wagon R LXI,Jaipur,2006,101000,Petrol,Manual,Second,18.9,998,67.1,5,1.5
2029,Maruti Wagon R LXI BSIII,Chennai,2005,66000,Petrol,Manual,First,14,1061,64,5,1.45
2030,Maruti SX4 ZXI MT BSIV,Coimbatore,2013,84360,Petrol,Manual,First,15.5,1586,103.3,5,4.12
2031,Toyota Innova Crysta 2.4 VX MT,Mumbai,2016,25121,Diesel,Manual,First,13.68,2393,147.8,7,17.11
2032,Toyota Innova 2.5 G (Diesel) 7 Seater,Pune,2015,100000,Diesel,Manual,Second,12.99,2494,100.6,7,10.25
2033,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66035,Diesel,Manual,First,22.07,1199,73.9,5,2.49
2034,Toyota Etios G,Pune,2015,190000,Petrol,Manual,Second,16.78,1496,88.73,5,3.85
2035,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,85670,Diesel,Manual,First,22.7,1498,89.84,5,6.25
2036,Hyundai Grand i10 CRDi Magna,Hyderabad,2015,35000,Diesel,Manual,First,24,1120,70,5,4.88
2037,Honda City i VTEC CVT SV,Mumbai,2016,8000,Petrol,Automatic,First,18,1497,117.3,5,9.45
2038,Toyota Innova 2.5 G3,Hyderabad,2007,162000,Diesel,Manual,Second,12.8,2494,102,8,4.8
2039,Hyundai EON Era Plus,Kolkata,2012,60000,Petrol,Manual,First,21.1,814,55.2,5,1.99
2040,Hyundai i10 Magna 1.2,Hyderabad,2010,70600,Petrol,Manual,First,20.36,1197,78.9,5,2.8
2041,Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,Bangalore,2011,25000,Petrol,Automatic,Second,12.3,1796,185,5,22
2042,Mahindra Bolero SLE,Hyderabad,2012,75000,Diesel,Manual,First,15.96,2523,62.1,7,4.3
2043,Skoda Laura Ambition 2.0 TDI CR AT,Coimbatore,2014,85071,Diesel,Automatic,First,20,1968,138.1,5,9.75
2044,Maruti Swift ZXI,Ahmedabad,2015,40000,Petrol,Manual,First,20.4,1197,81.8,5,5.9
2045,Audi A4 2.0 TDI,Delhi,2013,67000,Diesel,Automatic,First,16.55,1968,147.51,5,14.5
2046,Ford Fiesta 1.4 SXi TDCi ABS,Hyderabad,2009,55000,Diesel,Manual,Second,17.8,1399,68,5,2.4
